0,39.50544,-76.30732,2232.6600000089306,
1,39.50338,-76.3096,2217.4200000088695,
2,39.4995,-76.31417,2194.560000008778,
3,39.49212,-76.32065,2141.220000008565,
4,39.48802,-76.32548,2110.740000008443,
5,39.484,-76.33007,2072.6400000082904,
6,39.48152,-76.33217,2057.4000000082297,
7,39.47737,-76.33689,2026.9200000081075,
8,39.47124,-76.34329,1981.2000000079247,
9,39.46695,-76.34728,1958.3400000078332,
10,39.46298,-76.35213,1927.8600000077113,
11,39.45858,-76.35629,1905.00000000762,
12,39.45433,-76.36062,1874.520000007498,
13,39.45021,-76.36517,1851.6600000074066,
14,39.44592,-76.36953,1821.1800000072847,
15,39.44206,-76.37414,1790.7000000071628,
16,39.43783,-76.37854,1767.8400000070712,
17,39.43362,-76.38292,1729.7400000069188,
18,39.42987,-76.388,1699.2600000067969,
19,39.42553,-76.39245,1661.1600000066446,
20,39.42334,-76.39508,1645.9200000065837,
21,39.41766,-76.40146,1600.2000000064006,
22,39.41339,-76.4053,1577.3400000063093,
23,39.40922,-76.40961,1554.4800000062178,
24,39.40487,-76.4135,1524.000000006096,
25,39.40032,-76.41661,1508.760000006035,
26,39.39468,-76.41802,1493.520000005974,
27,39.38775,-76.41663,1485.9000000059434,
28,39.38249,-76.41721,1485.9000000059434,
29,39.37824,-76.41719,1470.6600000058825,
30,39.37294,-76.4183,1394.4600000055777,
31,39.36453,-76.41875,1310.6400000052424,
32,39.35753,-76.41884,1249.6800000049986,
33,39.34947,-76.4197,1173.480000004694,
34,39.34361,-76.4195,1143.000000004572,
35,39.33814,-76.42,1104.9000000044196,
36,39.33515,-76.41995,1082.040000004328,
37,39.32906,-76.4203,1043.9400000041758,
38,39.31942,-76.42096,990.6000000039624,
39,39.31357,-76.4212,967.7400000038709,
40,39.30423,-76.42184,929.6400000037185,
41,39.29971,-76.42259,906.780000003627,
42,39.2934,-76.42472,883.9200000035356,
43,39.28932,-76.42918,883.9200000035356,
44,39.28499,-76.43234,891.5400000035661,
45,39.28054,-76.43534,899.1600000035966,
46,39.27574,-76.43819,899.1600000035966,
47,39.26904,-76.44296,899.1600000035966,
48,39.2643,-76.44577,899.1600000035966,
49,39.25799,-76.44954,899.1600000035966,
50,39.25338,-76.4519,899.1600000035966,
51,39.24922,-76.45527,899.1600000035966,
52,39.24503,-76.45821,899.1600000035966,
53,39.24078,-76.461,899.1600000035966,
54,39.23653,-76.46399,899.1600000035966,
55,39.23222,-76.46658,899.1600000035966,
56,39.22812,-76.46959,883.9200000035356,
57,39.22396,-76.47235,845.8200000033833,
58,39.21986,-76.47495,784.8600000031394,
59,39.2157,-76.4777,754.3800000030175,
60,39.21362,-76.47905,731.520000002926,
61,39.20922,-76.48203,723.9000000028956,
62,39.20175,-76.48662,723.9000000028956,
63,39.19757,-76.48913,723.9000000028956,
64,39.19364,-76.49182,723.9000000028956,
65,39.18851,-76.49534,723.9000000028956,
66,39.18295,-76.49881,723.9000000028956,
67,39.1789,-76.50132,716.2800000028651,
68,39.17495,-76.50381,716.2800000028651,
69,39.17135,-76.506,716.2800000028651,
70,39.16731,-76.50862,716.2800000028651,
71,39.16165,-76.51239,716.2800000028651,
72,39.15772,-76.51486,708.6600000028346,
73,39.15399,-76.51742,723.9000000028956,
74,39.15006,-76.51984,716.2800000028651,
75,39.14615,-76.52224,693.4200000027737,
76,39.14251,-76.52486,685.8000000027432,
77,39.13768,-76.52834,685.8000000027432,
78,39.13289,-76.53175,693.4200000027737,
79,39.1292,-76.53387,670.5600000026822,
80,39.12431,-76.53688,662.9400000026517,
81,39.11922,-76.54005,632.4600000025298,
82,39.11551,-76.54269,617.2200000024689,
83,39.11274,-76.54441,601.9800000024079,
84,39.10858,-76.54829,586.740000002347,
85,39.10616,-76.55284,571.500000002286,
86,39.10461,-76.55531,563.8800000022555,
87,39.10418,-76.55735,556.260000002225,
88,39.10408,-76.55919,548.6400000021945,
89,39.10382,-76.56009,541.020000002164,
90,39.10309,-76.56389,533.4000000021335,
91,39.10298,-76.56578,533.4000000021335,
92,39.10296,-76.56771,533.4000000021335,
93,39.10298,-76.56891,533.4000000021335,
94,39.10259,-76.57273,518.1600000020726,
95,39.10277,-76.5732,518.1600000020726,
96,39.10356,-76.57752,510.5400000020421,
97,39.10367,-76.57848,502.92000000201165,
98,39.10405,-76.58029,502.92000000201165,
99,39.10461,-76.58316,502.92000000201165,
100,39.10485,-76.58411,502.92000000201165,
101,39.10455,-76.58702,502.92000000201165,
102,39.1048,-76.58977,502.92000000201165,
103,39.10506,-76.59211,495.3000000019812,
104,39.10532,-76.59445,495.3000000019812,
105,39.10547,-76.59625,487.6800000019507,
106,39.10575,-76.59767,487.6800000019507,
107,39.1062,-76.60074,480.06000000192023,
108,39.10622,-76.60153,480.06000000192023,
109,39.10648,-76.60374,464.8200000018592,
110,39.1068,-76.60582,464.8200000018592,
111,39.10811,-76.60882,457.20000000182876,
112,39.10897,-76.61097,449.5800000017983,
113,39.11008,-76.61314,426.72000000170686,
114,39.11068,-76.61436,419.1000000016764,
115,39.11292,-76.61713,396.2400000015849,
116,39.11427,-76.61816,388.62000000155444,
117,39.11468,-76.61857,388.62000000155444,
118,39.11573,-76.61945,381.000000001524,
119,39.11695,-76.62028,381.000000001524,
120,39.11744,-76.6206,381.000000001524,
